;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC33031;For the last several years, Swahili tribes on the coast have been making treaties with Europeans, allowing them to create small settlements. We knew this would be trouble, and we were right. Powerful warships have arrived from $FROMCOUNTRY$, a demonstration of their power as they make a demand for the entirety of the coast. If we do this, they say, we shall be safe from further molestation-- and they claim we do not truly control the coast anyhow.;;;;;;;;;;;;x,,,,,,,
EVTNAME37235;The Algerian Rebellion;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC37235;Not long ago, Algerian bitterness towards Ottoman rule made them almost welcome French intervention. Our colonization of Algiers and the northern coast, however, has given rise to a resistance under the leadership of Emir Abdel Kadir. The man has united the Maghrebi tribes, and now has launched attacks on several colonial settlements.;;;;;;;;;;;;x,,,,,,,,,
EVTDESC97130;With the arrival of the $COUNTRY_ADJ$ colonial governor into $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Indonesian colonial administration.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME97570;Native Unrest in $STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC97570;Now that $COUNTRY$ is free, native $COUNTRY_ADJ$ citizens are beginning to protest against the colonial regime that still remains. Foreigners still hold the highest positions in the government, and have a privileged status in comparison to those they once ruled over as a colony. In $PROVINCENAME$, the recent arrest of a native for trespassing on the estate of a foreigner has led to riots -- and dissension has spread throughout all of $STATENAME$.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME97666;The Rebellion is Over;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC97666;Saigo Takamori is dead -- some say he committed seppuku after receiving a wound-- and the rebellion he inspired is now ended. To many, this was the last gasp of the ancient samurai?and a new way for $COUNTRY$ on the path of progress now lies ahead.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME97680;The Sakhalin Question;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC97680;Japan has quarreled with Russia before over the rule of Sakhalin Island. Now, our influence in China and Korea has led to renewed friction between our nations. The Line of Advantage dictates that we must extend our control over the whole of Sakhalin and establish a stronger northern border. But are we willing to risk war with a European power?;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME97681;The $FROMCOUNTRY_ADJ$ Demand;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC97681;The warmongers in the Japanese government are now demanding that Russia cede Sakhalin and the Kuril Islands entirely to them. To give up so much territory without a fight would make us look very weak, but Japan's might has grown tremendously in recent decades. Can we risk a war in the Pacific?;;;;;;;;;;;;x,,,,,,,,,,,,
EVTDESC98900;With the arrival of the $COUNTRY_ADJ$ colonial governor into $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger South African colonial administration.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTDESC98905;With the arrival of the $COUNTRY_ADJ$ colonial governor into $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger colonial administration of Rupert's Land.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME99000;The Righteous Harmony Society;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99000;'Support the Qing! Destroy the Foreign!'/n/nMany Chinese are growing enraged at the continuing encroachment of westerners into the Empire. They walk freely, spread Christianity with impunity, and ignore Imperial laws. A movement called the Righteous Harmony Society -- known to foreigners as 'Boxers' -- has appeared, their mission to drive western influence out of the Qing Empire by any means necessary. Some are worried that attacks upon westerners could bring foreign anger down upon us, but there are those who see this as a good thing. Anger against westerners, even if it means a degree of chaos and disruption in our provinces, means support for the Qing government.;;;;;;;;;;;;x,,,,,,,
EVTNAME99001;Boxers in $STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99001;An attack upon a foreign merchant in $PROVINCENAME$ has signaled the arrival of the Boxer movement to $STATENAME$. Already the flags of the Righteous Harmony Society have been spotted, their followers recruiting fellow Chinese to support the Qing government in their struggle.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME99005;Attack on Foreigners in $STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99005;Throughout all of $STATENAME$, the Boxers are attacking western influence. Smugglers, missionaries, opium peddlers?anyone they can apprehend is being slain or forced to flee for their lives. We have a choice: either look the other way, risking anger from the great powers for these 'atrocities', or send in forces to suppress the Boxers and risk the anger of our own people.;;;;;;;;;;;;x,,,,,,,,
EVTNAME99006;Boxer Atrocities in $FROMCOUNTRY$;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99006;A group of Chinese nationalists known as the 'Boxers', intent on driving all western influence out of $FROMCOUNTRY$, have attacked a group of $COUNTRY_ADJ$ citizens. Several were slain, while others were forced to flee for their lives. Worse, the Qing government has done nothing about it. They are looking the other way while these atrocities are being committed upon our people.;;;;;;;;;;;;x,,,,,,,,,
EVTNAME99010;Boxers Attack Legation Quarter!;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99010;The Boxers have reached the capital of $COUNTRY$, streaming into $CAPITAL$ to attack foreigners -- and, far more noteworthy, they have laid siege to the Legation Quarter. Hundreds of foreign dignitaries and merchants reside within. If we do not step in to protect them, it will be seen as a declaration of support for the Boxers and an act of war against the great powers. If we do, the Boxers will see it as a betrayal of their cause and perhaps even rise up in rebellion against us. They have forced our hand now, however, and we have no choice but to act.;;;;;;;;;;;;x,,,,,,
EVTNAME99011;Boxers Attack $COUNTRY_ADJ$ Legation;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99011;The Boxer situation in $FROMCOUNTRY$ has reached a head: the Chinese nationalists have entered Peking, laying siege to the Legation Quarter and putting the lives of dozes of $COUNTRY_ADJ$ merchants and dignitaries at risk. The Qing government has looked the other way, an act that is seen by the $COUNTRY_ADJ$ government as a declaration of war. Many are calling upon us to intervene in order to protect $COUNTRY_ADJ$ citizens from these barbarians.;;;;;;;;;;;;x,,,,,,,,,,,
EVTNAME99015;The Boxer Protocol;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC99015;We are forced to submit to the foreign demands, signing a treaty with the $FROMCOUNTRY_ADJ$ generals and representatives from all the great powers. The Righteous Harmony Society will be forcibly disbanded, its leaders executed or imprisoned, and our government is once again humiliated.;;;;;;;;;;;;x,,,,,,,,,,
EVTDESC99016;$FROMCOUNTRY$ has submitted to the intervening powers, signing a treaty that promises to forcibly dismantle the Boxers and pay reparations for the atrocities committed in their name-- and explicitly supported by the $FROMCOUNTRY_ADJ$ government.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME900640;The Cyprus Convention;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC900640;An idea has arisen within the $COUNTRY_ADJ$ government: could we perhaps offer our support to the Ottomans in the upcoming Congress, in exchange for a lease on Cyprus? Our support could make a great deal of difference for them... and the island's proximity to Suez makes it of strategic importance. The Ottomans could use all the support they can get, after all.;;;;;;;;;;;;x,,,,,,,,,,,
EVTDESC900641;The $FROMCOUNTRY_ADJ$ government has approached us with a proposal: they will lend their support to us in the upcoming Congress, in exchange for Cyprus. The island's proximity to Suez makes it of strategic importance, after all, and while some might consider the offer an insult there are others who suggest that without this offer it's just as likely the island will be offered to Greece. $FROMCOUNTRY$ could ensure it isn't... and we could use all the allies in the Congress we can get.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME900645;The Bosnian Issue;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC900645;$COUNTRY$ has a reasonable issue to bring before the upcoming Congress: while it seems beyond question that the Bosnians will be given independence, we could make a case for $COUNTRY_ADJ$ stewardship over Bosnia at the Congress and it seems likely we would be heeded... though it would, without a doubt, upset the Russians.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME900646;The Croatian Issue;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC900646;$COUNTRY$ has a reasonable issue to bring before the upcoming Congress: while it seems beyond question that the Croatians will be given independence, we could make a case for $COUNTRY_ADJ$ stewardship over Croatia at the Congress and it seems likely we would be heeded... though it would, without a doubt, upset the Russians.;;;;;;;;;;;;x,,,,,,,,,,
EVTDESC900710;$FROMCOUNTRY$ received a great deal of benefit from the recent Congress of great powers, and it was decided that $COUNTRY$ deserves great influence in $FROMCOUNTRY$ as compensation-- if we want it.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTDESC900711;$FROMCOUNTRY$ received a great deal of benefit from the recent Congress of great powers, and it was decided that $COUNTRY$ deserves considerable influence in $FROMCOUNTRY$ as compensation-- if we want it.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTDESC900712;$FROMCOUNTRY$ received a great deal of benefit from the recent Congress of great powers, and it was decided that $COUNTRY$ deserves considerable some small influence in $FROMCOUNTRY$ as compensation-- if we want it.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME900715;Legacy of the Congress;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC900715;$COUNTRY_ADJ$ delegates were sent to the recent Congress-- reasonable considering it was the fate of our country and the entire Balkans that was being decided, or so we thought. As it turns out, the great powers of Europe decided what was to become of $COUNTRY$ without our participation, and while we received some benefit it has come to us at a price.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME1316089;The $FROMCOUNTRY_ADJ$ Victory;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC1316089;$FROMCOUNTRY$ has won its war against us. Now their generals walk into $CAPITAL$, gloating with their superiority. It seems that, should they force us to the negotiating table to demand yet more concessions, we will have little choice but to comply.;;;;;;;;;;;;x,,,,,,,,,,
EVTNAME1316090;The Treaty of Shimonoseki;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC1316090;We have won a great victory against $FROMCOUNTRY$. Now we must consider-- do we negotiate with them, perhaps promising the return of some of their land in exchange for the island of Formosa and reparations? Or do we stay our current course and perhaps alarm the Western nations at our advances into $FROMCOUNTRY_ADJ$ territory?;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME1316091;The Unequal Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC1316091;We have won a great war against $FROMCOUNTRY$. Now we are faced with a dilemma: do we force the $FROMCOUNTRY_ADJ$ government to the negotiating table, perhaps promising the return of some of their land in exchange for a treaty port and reparations? Or do we stay our current course and perhaps alarm the other great powers at our advances into $FROMCOUNTRY_ADJ$ territory?;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME1316092;The Unequal Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC1316092;As we thought, the $FROMCOUNTRY_ADJ$ infidels have forced a so-called 'treaty' upon us, demanding a great deal of reparations and land concession-- in return for land they currently possess but have no more right to.;;;;;;;;;;;;x,,,,,,,,,,,
north_borneo_company_title;북모르네오 조차;Lease North Borneo;;;;;;;;;;;;x,,,,,,,,,,,,,
north_borneo_company_desc;Rights to trading ports along the northern coast of Borneo have been granted to several companies through treaties-- and have recently fallen to Alfred Dent of London. Through him, we may conduct a new treaty that turns these rights into colonial concessions. Considering that the control of the local sultans over these areas is murky at best, and more than one has sometimes granted rights to the same areas, it truly seems as if we are obtaining clearance for the creation of a British North Borneo Company rather than wresting land from the natives.;;;;;;;;;;;;x,,,,,,,,,,
treaties_of_velasco;Treaties of Velasco;;;;;;;;;;;;x,,,,,,,,,,,,,
treaties_of_velasco_desc;The treaties may be worth less than the paper they're printed on, but they supposedly offer us a guarantee of independence from Mexico. We shall see if they last.;;;;;;;;;;;;x,,,,,,,,,,,,
league_of_three_emperors2_title;The League of Three Emperors;;;;;;;;;;;;x,,,,,,,,,,,,,
league_of_three_emperors2_desc;After the defeat of Napoleon, a Holy Alliance was once formed between Prussia, Austria and Russia. Perhaps the time has come to resurrect that alliance, a common front between our three monarchies to stand against the wave of revolution and change and Europe?;;;;;;;;;;;;x,,,,,,,,,,
organize_indonesia_title;Organize Indonesia;;;;;;;;;;;;;x,,,,,,,,,,,,,
organize_indonesia_desc;Our colonies in the East Indies are becoming a true part of the country. We must create the proper structures, so that they stand on par with our other national states.;;;;;;;;;;;;;x,,,,,,,,,,,,
reorganize_indonesia_title;Claim Indonesia;;;;;;;;;;;;;x,,,,,,,,,,,,,
reorganize_indonesia_desc;Now that we have taken possession of this East Indies colony, we should reorganize its structure to make it truly part of our greater colonial administration.;;;;;;;;;;;;;x,,,,,,,,,,,,
reorganize_south_africa_title;Claim South Africa;;;;;;;;;;;;;x,,,,,,,,,,,,,
reorganize_south_africa_desc;Now that we have taken possession of the Cape Colony, we should reorganize its structure to make it truly part of our greater colonial administration.;;;;;;;;;;;;;x,,,,,,,,,,,,
recent_crisis;최근 분쟁;Recent Crisis;;;;;;;;;;;;x,,,,,,,,,,,,,
