CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
AT_WAR_TENSION_DECAY;$COUNTRY$ 전시 상황: 쬨$VAL$쬦;$COUNTRY$ is at war: 쬨$VAL$쬦;$COUNTRY$ befindet sich im Krieg: 쬨$VAL$쬦;;;;;;;;;;x;;;;;;;;;;;;;;;;
BRIGADES_COMPARE_GREATER;두 국가의 여단 수 차이 > 쬨$VAL$쬦\n;Brigades comparison factor of two countries is at least 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;;;;
BRIGADES_COMPARE_SMALLER;두 국가의 여단 수 차이 < 쬨$VAL$쬦\n;Brigades comparison factor of two countries is less than 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_3;쬨$CASUS$쬦 전쟁명분;쬨$CASUS$쬦 Casus Belli;Casus Belli 쬨$CASUS$쬦mithilfe des 쬨$CASUS$쬦 Casus Belli;;;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAILS_COLONIAL_MIGRATION;식민지 이민:;Colonial migration:;Migration coloniale :;Koloniale Einwanderung:;;Emigraci쬦 colonial:;;;;;;;;x;;;;;;;;;;;;;;;;;
POP_DETAILS_DEMOTIONS;강등:;Demotions:;R쬦rogradations :;Degradierungen:;;Degradaciones:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAILS_EXPENSES;지출:;Expenses:;D쬦enses :;Ausgaben:;;Gastos:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAILS_EXTERNAL_MIGRATION;국외 이민:;External migration:;Migration externe :;Externe Einwanderung:;;Migraci쬦 externa:;;;;;;;;x;;;;;;;;;;;;;;;;;
POP_DETAILS_INCOME;수입;Income:;Revenus :;Einkommen:;;Ingresos:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAILS_INTERNAL_MIGRATION;국내 이민:;Internal migration:;Migration interne :;Interne Einwanderung:;;Migraci쬦 interna:;;;;;;;;x;;;;;;;;;;;;;;;;;
POP_DETAILS_MONEY;자금:;Cash:;Argent :;Bargeld:;;Liquidez:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAILS_POPCHANGES;주민 변동;Pop Changes;Changements POP;Bev-훞derungen;;El ma쬦 cambia;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAILS_PROMOTIONS;승격:;Promotions:;Promotions :;Bef쬦derungen:;;Ascensos:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAILS_UNEMPLOYED;실업율:;Unemployed:;Sans emploi :;Arbeitlos:;;Desempleados:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAIL_EVERYDAYNEEDS;일용품;Everyday Needs;Besoins quotidiens;Alltagsbed쬦fnisse;;Necesidades diarias;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAIL_LIFENEEDS;생필품;Life Needs;Besoins vitaux;Lebensbed쬦fnisse;;Necesidades vitales;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DETAIL_LUXUARYNEEDS;사치품;Luxury Needs;Besoins de luxe;Luxusbed쬦fnisse;;Necesidades lujo;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DOMINANT_IDEOLOGY_EFFECT; 쬨$PERCENTAGE$쬦의 주민들이 쬨$IDEOLOGY$쬦에 관심을 갖습니다.\n;become 쬨$PERCENTAGE$쬦 more 쬨$IDEOLOGY$쬦.\n;seront 쬨$PERCENTAGE$쬦 de plus 쬦approuver 쬨$IDEOLOGY$쬦.\n;Bis zu 쬨$PERCENTAGE$쬦 mehr werden 쬨$IDEOLOGY$쬦 vorziehen.\n;;Se ha vuelto un 쬨$PERCENTAGE$쬦 m쬦 쬨$IDEOLOGY$쬦.\n;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DOMINANT_ISSUE_EFFECT; 쬨$PERCENTAGE$쬦의 주민들이 쬨$ISSUE$쬦에 관심을 갖습니다.\n;become 쬨$PERCENTAGE$쬦 more in favour of 쬨$ISSUE$쬦.\n;seront 쬨$PERCENTAGE$쬦 de plus 쬦approuver 쬨$ISSUE$쬦.\n;Bis zu 쬨$PERCENTAGE$쬦 mehr werden 쬨$ISSUE$쬦 vorziehen.\n;;Se ha vuelto un 쬨$PERCENTAGE$쬦 m쬦 a favor de 쬨$ISSUE$쬦.\n;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_DONT_HAVE_X_INY; $PROV$ 내 $TYPE$에 존재하지 않음: $WHAT$;$TYPE$ in $PROV$ does not have $WHAT$.;$TYPE$ en $PROV$ n'a pas de $WHAT$.;0;;$TYPE$ ($PROV$) carece de: $WHAT$.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_EXPAND_STATE_FACTORY;공장 확장 투자 중;Investing in factory expansion;Financement de l'agrandissement d'une usine;Investiert in Fabrikerweiterung;;Invirtiendo en la ampliaci쬦 de una f쬦rica;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_EXTERNAL_MIGRATION;쬨$NUM$쬦명이 국외 이민에 관심을 보입니다.;쬨$NUM$쬦 people intend to move to another country.;쬨$NUM$쬦 personnes ont l'intention de migrer vers un autre pays.;쬨$NUM$쬦 Personen haben die Tendenz in eine andere Nation zu emigrieren.;;;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_EXTERNAL_MIGRATION_FACTORS;국외 이민 요인:;External migration factors:;Facteurs de migration externe :;Externe Migrationsfaktoren:;;Factores de emigraci쬦 externa:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_EXTERNAL_MIGRATION_NONE;국외 이민이 없습니다.;No external migration.;Aucune migration externe.;Keine externe Migration.;;Sin emigraci쬦 externa.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_FILTER_DESELECT_ALL;전체 해제;Deselect All;Tout d쬦쬦ectionner;Alle abw쬦len;;Anular toda selecci쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_FILTER_SELECT_ALL;전체 선택;Select All;Tout s쬦ectionner;Alle ausw쬦len;;Seleccionar todo;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_HAVE_X_INY; $PROV$ 내 $TYPE$에 존재: $WHAT$;$TYPE$ in $PROV$ have $WHAT$;$TYPE$ en $PROV$ a $WHAT$;$TYPE$ in $PROV$ haben $WHAT$;;$TYPE$ ($PROV$) dispone de: $WHAT$;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_IMPACT_UNITVIEW;예비군이 부족해 쬨$VAL$%쬦 속도로 보강됩니다.;Due to losses in the reserves, this unit reinforces at 쬨$VAL$%쬦 speed.;Compte tenu des pertes subies dans les r쬦erves, cette unit쬦se renforce 쬦une vitesse de 쬨$VAL$%쬦.;Aufgrund von Verlusten bei den Reservetruppen wird diese Einheit mit 쬨$VAL$%쬦 Geschwindigkeit verst쬦kt.;;Debido a las p쬦didas de las reservas, esta unidad se refuerza a un 쬨$VAL$%쬦 de velocidad.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_INTERNAL_MIGRATION;쬨$NUM$쬦명이 국내 이민에 관심을 보입니다.;쬨$NUM$쬦 people intend to move to other national provinces.;쬨$NUM$쬦 personnes ont l'intention de migrer vers d'autres provinces du pays.;쬨$NUM$쬦 Personen haben die Tendenz in eine andere Nationale Provinz zu migireren.;;;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_INTERNAL_MIGRATION_FACTORS;국내 이민 요인:;Internal migration factors:;Facteurs de migration interne :;Interne Migrationsfaktoren:;;Factores de inmigraci쬦 interna:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_INTERNAL_MIGRATION_NONE;국내 이민이 없습니다.;No internal migration.;Aucune migration interne.;Keine interne Migration.;;Sin inmigraci쬦 interna.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_LACK_GOODS;부족한 물품:;Some goods not available on market:;Certains biens ne sont pas disponibles sur le march쬦:;Einige G쬦er sind nicht auf dem Markt verf쬦bar:;;Algunos bienes no est쬦 disponibles en el mercado:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_LACK_MONEY_FOR_NEEDS;물품 구매 비용 부족;Lacked funds to buy needed goods;Fonds insuffisants pour acheter les biens n쬦essaires;Zu wenig Geld zum Kauf erforderlicher G쬦er.;;Carec쬦 de fondos para adquirir los bienes necesarios;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_LEAVE_INFO_ON_SEL;$WHERE$에서 $VAL$명의 주민들이 $WHO$(으)로의 이직을 그만뒀습니다.;$VAL$ have stopped being $WHO$ in $WHERE$ recently.;Aujourd'hui, $VAL$ ont cess쬦d'쬦re $WHO$ en $WHERE$.;$VAL$ haben heute in $WHERE$ aufgeh쬦t, $WHO$ zu sein.;;$VAL$ ha(n) dejado hoy de ser $WHO$ en $WHERE$.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_MIL_CHANGE_REBEL;쬨$PROV$쬦의 주민들은 쬟반군쬦의 통치를 받고 있습니다.\n불만도의 변화를 예측할 수 없습니다.;This pop is living in 쬨$PROV$쬦 that is under 쬟Rebels쬦 control.\nIt's militancy change cannot be estimated.;Cette population vit en 쬨$PROV$쬦, sous contr쬦e des 쬟Rebels쬦 rebelles.\nPas d'estimation de la modification du militantisme;Diese Bev쬦kerungseinheit lebt in 쬨$PROV$쬦, welches unter der Kontrolle von 쬟Rebellen쬦 ist.\nDie Militanz쬦derung kann nicht ermittelt werden.;;;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_MIL_HAS_EVERY;일용품 욕구 충족;Everyday-Needs fulfilled;Besoins quotidiens satisfaits;Alltagsbed쬦fnisse erf쬦lt;;Necesidades cotidianas satisfechas;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_MIL_LACK_EVERY;일용품 욕구 불충족;Everyday-Needs not fulfilled;Besoins quotidiens non satisfaits;Alltagsbed쬦fnisse nicht erf쬦lt;;Necesidades cotidianas no satisfechas;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_MIL_LUXURY;사치품 구매 충분;Enough Luxury bought;Assez de biens de luxe achet쬦;Gen쬦end Luxus gekauft;;Lujos suficientes;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_MIL_NO_LIFE;생필품 욕구 불충족;Life-Needs not fulfilled;Besoins vitaux non satisfaits;Grundbed쬦fnisse nicht erf쬦lt;;Necesidades vitales no satisfechas;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_MIL_REFORM;개혁 열망;Reform Desire;D쬦ir de r쬦orme;Reformwunsch;;Desea reformas;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_MIL_RULING;여당에 동의;Agrees with Ruling Party;Est d'accord avec le parti dirigeant;Stimmt mit Regierungspartei 쬦erein;;Est쬦de acuerdo con el partido gobernante;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_MIL_TOTAL;월간 변동: ;Monthly Change: ;Changement mensuel : ;Monatliche Ver쬦derung: ;;Cambio mensual: ;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_NEED_DETAIL;주민 필요량: $VAL$;Need $VAL$ for pops;Un besoin de $VAL$ pour notre population;Ben쬦igt $VAL$ f쬦 Bev쬦kerungen;;Se necesita $VAL$ para las POB;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_NON_CULTURE;소수 문화;Minority Culture;Culture minoritaire;Minderheitenkultur;;Cultura minoritaria;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_NOT_OF_CULTURE;$WHAT$에 속하지 않습니다.;are not $WHAT$.;ne sont pas $WHAT$.;sind nicht $WHAT$.;;no es $WHAT$.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_NOT_OF_RELIGION;$WHAT$을(를) 믿지 않습니다.;are not $WHAT$.;ne sont pas $WHAT$.;sind nicht $WHAT$.;;no es $WHAT$.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_NO_CONV_TARGET;유요한 목표물이 아닙니다.;No Valid Target.;Aucune cible valide.;Kein g쬦tiges Ziel.;;Sin objetivo v쬦ido.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_NO_POPS_OF_TYPE;해당 주민 없음;No pops of this type;Aucun groupe d쬦ographique (POP) pour ce type;Keine Bev. dieses Typs;;No hay POB de este tipo;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_NO_PROJECT;없음;Nothing;Rien;Nichts;;Nada;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_OF_CULTURE;$WHAT$에 속합니다.;are $WHAT$.;sont $WHAT$.;sind $WHAT$.;;es $WHAT$.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_OF_RELIGION;$WHAT$을(를) 믿습니다.;are $WHAT$.;sont $WHAT$.;sind $WHAT$.;;es $WHAT$.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_OTHER_CULT;기타;Other;Autres;Andere;;Otra;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_OTHER_LABEL;기타;Other;Autres;Andere;;Otra;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_PRODUCED;생산량: 쬨$VAL$쬦;Produced: 쬨$VAL$쬦;Biens produits : 쬨$VAL$쬦;Produziert: 쬨$VAL$쬦;;Producido: 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_PRODUCER_MARKET;생산자;This Producer;Ce producteur;Dieser Produzent;;Este productor;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_PRODUCING;생산중;Producing;Production;Produziert;;Produciendo;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_PROMOTE_INFO_ON_SEL;$WHERE$에서 $VAL$명의 주민들이 $WHO$으로 이직했습니다.;$VAL$ have signed up to be $WHO$ in $WHERE$ recently.;Aujourd'hui, $VAL$ ont chang쬦pour devenir $WHO$ en $WHERE$.;$VAL$ haben sich heute in $WHERE$ angemeldet, um $WHO$ zu werden.;;$VAL$ ha(n) firmado hoy para ser $WHO$ en $WHERE$.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_PROMOTION;매달마다 쬨$NUM$쬦명이 쬨$TYPE$쬦(으)로 승격됩니다.;쬨$NUM$쬦 people promote to 쬨$TYPE$쬦 each month;쬨$NUM$쬦 personnes sont promues 쬨$TYPE$쬦 chaque jour;쬨$NUM$쬦 Menschen werden t쬦lich zu 쬨$TYPE$쬦 bef쬦dert.;;쬨$NUM$쬦 personas ascienden a 쬨$TYPE$쬦 cada mes;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_PROMOTION_FACTORS;승격 요인:;Promotion factors:;Facteurs de promotion : ;Bef쬦derungsfaktoren:;;Factores de ascenso:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_PROMOTION_TARGET;승격:;Promote to:;Promus en : ;Bef쬦dern zu:;;Ascender a:;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_PROVINCE;지역: 쬨$VALUE$쬦개\n;Province: 쬨$VALUE$쬦\n;Province : 쬨$VALUE$쬦\n;Provinz: 쬨$VALUE$쬦\n;;Provincia: 쬨$VALUE$쬦\n;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_RELIGION;종교;Religion;Religion;Religion;;Religi쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_REOPEN_STATE_FACTORY;공장 가동 투자 중;Investing in factory reopening;Financement de la r쬦uverture d'une usine;Investiert in Fabrik-Neuer쬦fnung;;Invirtiendo en la reapertura de una f쬦rica;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_SIZE_INFO_ON_SEL;$WHERE$ 내 $WHO$ 수: $VAL$명;There are $VAL$ $WHO$ in $WHERE$.;Il y a $VAL$ $WHO$ en $WHERE$.;Es gibt $VAL$ $WHO$ in $WHERE$.;;Hay $VAL$ $WHO$ en $WHERE$.;;;;;;;;x;;;;;;;;;;;;;;;;;
POP_SIZE_UNITVIEW;쬨$VAL$쬦명의 병사 주민이 쬨$ALLOWED$쬦개 여단을 편성할 수 있습니다. 현재 쬨$CURRENT$쬦개 여단을 편제한 상태입니다.;This pop has 쬨$VAL$쬦 people and can support 쬨$ALLOWED$쬦 brigades. Currently it has 쬨$CURRENT$쬦 brigades..;Ce POP dispose de 쬨$VAL$쬦 personnes et peut soutenir 쬨$ALLOWED$쬦 r쬦iment(s). Il dispose actuellement de 쬨$CURRENT$쬦 r쬦iment(s).;Diese Bev besteht aus 쬨$VAL$쬦 Menschen und kann 쬨$ALLOWED$쬦 Brigaden unterst쬦zen. Derzeit hat sie 쬨$CURRENT$쬦 Brigaden.;;Esta POB cuenta con 쬨$VAL$쬦 personas y puede mantener 쬨$ALLOWED$쬦 brigadas. Actualmente tiene 쬨$CURRENT$쬦 brigadas.;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_SOLD;판매: 쬨$VAL$쬦;Sold: 쬨$VAL$쬦;Biens vendus : 쬨$VAL$쬦;Verkauft: 쬨$VAL$쬦;;Vendido: 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_SOLD_DOMESTIC;국내 판매: 쬨$VAL$쬦;Sold(Domestic): 쬨$VAL$쬦;Biens vendus (au niveau national) : 쬨$VAL$쬦;Verkauft (national): 쬨$VAL$쬦;;Vendido (interior): 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_SOLD_EXPORT;국외 판매: 쬨$VAL$쬦;Sold(Export): 쬨$VAL$쬦;Biens vendus (exportation) : 쬨$VAL$쬦;Verkauft (Export): 쬨$VAL$쬦;;Vendido (exportaci쬦): 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_STATE;주: 쬨$VALUE$쬦\n;State: 쬨$VALUE$쬦\n;쬦at : 쬨$VALUE$쬦\n;Staat: 쬨$VALUE$쬦\n;;Estado: 쬨$VALUE$쬦\n;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_TYPE_PERC; $NAME$ ≥ 쬨$VAL$%쬦\n;$NAME$ is at least 쬨$VAL$%쬦.\n;$NAME$쬦 sup쬦ieur 쬦쬨$VAL$%쬦.\n;$NAME$ ist mindestens 쬨$VAL$%쬦.\n;;Los $NAME$ representan al menos el 쬨$VAL$%쬦.\n;;;;;;;;x;;;;;;;;;;;;;;;;;
POP_TYPE_PERC_NOT; $NAME$ < 쬨$VAL$%쬦\n;$NAME$ is less than 쬨$VAL$%쬦.\n;$NAME$쬦 inf쬦ieur 쬦쬨$VAL$%쬦.\n;$NAME$ ist weniger als 쬨$VAL$%쬦.\n;;Los $NAME$ representan menos del 쬨$VAL$%쬦.\n;;;;;;;;x;;;;;;;;;;;;;;;;;
POP_UNEMPLOYMENT_HIGHER_THAN;쬨$TYPE$쬦 실업률 > 쬨$VAL$쬦%;쬨$TYPE$쬦 unemployment above 쬨$VAL$쬦%;Ch쬦age 쬨$TYPE$쬦 sup쬦ieur 쬦쬨$VAL$쬦%;쬨$TYPE$쬦-Arbeitslosigkeit 쬦er 쬨$VAL$쬦%;;El paro entre los 쬨$TYPE$쬦 est쬦por encima del 쬨$VAL$쬦%;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_WANT_AFFORD;여유: 쬨$VAL$쬦;Afforded: 쬨$VAL$쬦;Biens accord쬦 : 쬨$VAL$쬦;Finanzierbar: 쬨$VAL$쬦;;Permitido: 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_WANT_BOUGHT;구매: 쬨$VAL$쬦;Bought: 쬨$VAL$쬦;Biens achet쬦 : 쬨$VAL$쬦;Gekauft: 쬨$VAL$쬦;;Comprado: 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_WANT_BUY;부족: 쬨$VAL$쬦;Wanted: 쬨$VAL$쬦;Biens souhait쬦 : 쬨$VAL$쬦;Gew쬦scht: 쬨$VAL$쬦;;Se necesita: 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_WAR_EXHAUST;염전도;War Exhaustion;쬦uisement de guerre;Kriegsm쬦igkeit;;Agotamiento de guerra;;;;;;;;;x;;;;;;;;;;;;;;;;
POP_WORLD_MARKET;쬨세계시장쬦;쬨World Market쬦;쬨March쬦mondial쬦;쬨Weltmarkt쬦;;쬨Mercado mundial쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
PORT;함대를 운용할 수 있게 해줍니다.;This is a naval base from which our fleets can operate.;Ceci est une base navale 쬦partir de laquelle nos flottes peuvent op쬦er.;Dies ist ein Marinest쬦zpunkt, von dem aus unsere Flotten operieren k쬦nen.;쬨$BUILDING$쬦 zostanie uko쬦zony 쬨$DATE$쬦.;Esta es una base naval desde la que nuestras flotas podr쬦 actuar.;Qui verr쬦completato: 쬨$BUILDING$쬦 in data 쬨$DATE$쬦.;쬨$BUILDING$쬦 elk쬦z쬦쬦쬦ek v쬦hat쬦id쬦ontja: 쬨$DATE$쬦.;쬨$BUILDING$쬦 bude dokon쬦na k datu 쬨$DATE$쬦.;;;;;;x;;;;;;;;;;;;;;;;
PO_ISBETTER;제안을 거부할 경우:\n 불만도 쬟+$MIL$쬦, 염전도 쬟+$WE$쬦;If we refuse this offer we will suffer the following:\n 쬟+$MIL$쬦 Militancy, 쬟+$WE$쬦 War exhaustion;Si nous refusons cette offre, nous subirons ce qui suit :\n 쬟+$MIL$쬦 de militantisme, 쬟+$WE$쬦 d믧puisement de guerre;Wenn wir dieses Angebot ablehnen, werden wird das folgende Konsequenzen haben:\n 쬟+$MIL$쬦 Militanz, 쬟+$WE$쬦 Kriegsm쬦igkeit;;Si rechazamos la oferta sufriremos lo siguiente:\n 쬟+$MIL$쬦 de militancia, 쬟+$WE$쬦 de agotamiento b쬦ico;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_10;무조건 평화를 받아들일 가능성이 매우 높습니다. 그렇지 않더라도 제한적인 전쟁목표만을 원할 것입니다.;You have won a victory. The enemy would most likely accept a white peace, or the fulfillment of at least a limited war goal in a peace settlement.;Vous avez remport쬦une victoire. L'ennemi acceptera certainement une paix blanche ou vous conc쬦era au moins un objectif de guerre limit쬦lors des n쬦ociations de paix.;Sie haben gesiegt. Der Feind wird in den Friedensverhandlungen mit gr秤ter Wahrscheinlichkeit wohl einen wei쬦n Frieden oder die Erf쬦lung eines eingeschr쬦kten Kriegsziels akzeptieren.;;Has obtenido la victoria. Probablemente, el enemigo aceptar쬦 un cese de hostilidades, o el cumplimiento de, al menos, un objetivo b쬦ico limitado en un acuerdo de paz.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_100;원하는대로 요구할 수 있습니다.;Sire, we have won a devastating victory and can dictate any sort of peace we would like;Sire, nous avons remport쬦une 쬦rasante victoire et sommes en mesure d'imposer la paix selon nos conditions.;Sire, wir haben einen verheerenden Sieg errungen und k쬦nen jede Art von Frieden diktieren.;;Excelencia, hemos obtenido una victoria aplastante y podemos dictar los t쬦minos de paz que queramos.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_40;하나 이상의 전쟁목표의 이행을 요구할 수 있습니다.;You have won a total victory, and should demand the fulfillment of at least one major war goal in a peace settlement.;Vous avez remport쬦une victoire totale et devez exiger l'application d'au moins un objectif de guerre lors des n쬦ociations de paix.;Sie haben einen totalen Sieg errungen, und in den Friedensverhandlungen k쬦nen Sie die volle Erf쬦lung mindestens eines gro쬦n Kriegsziels erwarten.;;Has conseguido una victoria total, y deber쬦s exigir que se cumpla, como m쬦imo, un objetivo b쬦ico principal en el acuerdo de paz.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_70;여러 전쟁목표를 요구할 수 있습니다.;You have won a devastating victory, and can expect the fulfillment of several war goals in a peace settlement.;Vous avez remport쬦une 쬦rasante victoire et pouvez esp쬦er atteindre plusieurs objectifs de guerre lors des n쬦ociations de paix.;Sie haben einen verheerenden Sieg errungen, und in den Friedensverhandlungen k쬦nen Sie die volle Erf쬦lung mehrerer Kriegsziele erwarten.;;Has logrado una victoria aplastante y puedes contar alcanzar varios objetivos b쬦icos en el acuerdo de paz.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_NEG_100;적이 원하는 어떤 요구라도 수용해야 합니다.;We are utterly defeated, and the enemy can dictate any sort of peace he would like.;Nous avons 쬦쬦vaincus et l'ennemi peut nous imposer ses conditions de paix.;Wir sind am Boden zerst쬦t, und der Feind kann alle Friedensbedingungen diktieren, die er will.;;Nuestra derrota es total y el enemigo puede dictar los t쬦minos que quiera.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_NEG_25;적이 제한적으로라도 전쟁목표를 요구할 수 있습니다.;The enemy has won, and we should consider offering the fulfillment of at least a limited war goal of theirs in exchange for peace.;L'ennemi a gagn쬦 Nous devons donc envisager de lui conc쬦er au moins un de ses objectifs de guerre limit쬦 en 쬦hange de la paix.;Der Feind hat gewonnen, und wir sollten mit dem Gedanken spielen, im Gegenzug f쬦 den Frieden mindestens ein eingeschr쬦ktes Kriegsziel zu erf쬦len.;;El enemigo ha ganado, y deber쬦mos pensar en ofrecerle, al menos, uno de sus objetivos b쬦icos limitados a cambio de la paz.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_NEG_5;전세가 아직 한쪽으로 기울지 않았습니다.;The war is still undecided.;L'issue de la guerre est toujours incertaine.;Der Krieg ist immer noch unentschieden.;;La guerra est쬦por decidirse.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_NEG_60;적이 하나 이상의 전쟁목표의 이행을 요구할 수 있습니다.;The enemy has won a total victory, and we should consider offering them the fulfillment of at least one of their major war goals.;L'ennemi a remport쬦une victoire totale. Nous devons donc envisager de lui conc쬦er au moins un de ses principaux objectifs de guerre.;Der Feind hat einen totalen Sieg erzielt, und wir sollten mit dem Gedanken spielen, im Gegenzug f쬦 den Frieden die Erf쬦lung mindestens eines gro쬦n Kriegsziels anzubieten.;;El enemigo ha conseguido una victoria total y deber쬦mos pensar en ofrecerle, como m쬦imo, uno de sus objetivos b쬦icos principales.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_PD_NEG_99;적이 여러 전쟁목표를 요구할 수 있습니다.;The enemy has won a devastating victory, and we can expect them to demand the fulfillment of several war goals in the peace negotiations.;L'ennemi a remport쬦une victoire 쬦rasante. Il risque de nous demander de conc쬦er plusieurs objectifs de guerre lors des n쬦ociations de paix.;Der Feind hat einen verheerenden Sieg erzielt, und wir k쬦nen damit rechnen, dass sie in den Friedensverhandlungen die Erf쬦lung mehrerer Kriegsziele verlangen werden.;;El enemigo ha conseguido una victoria aplastante, y podemos contar con que nos exija el cumplimiento de varios objetivos b쬦icos durante las negociaciones de paz.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_THEYLEAD; 그리고 그들은 동맹국 전체를 대표해 협상하고 있습니다.;, and they are negotiating for their entire alliance.;, et ils n쬦ocient pour toute leur alliance;, und sie verhandeln im Namen ihres gesamten B쬦dnisses.;; y ellos negocian en nombre de su alianza.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_THEYNOTLEAD; 그리고 그들은 자신들을 대표해 협상하고 있습니다.;, and they are merely negotiating for themselves.;, et ils n쬦ocient en leur nom seul;, und sie verhandeln nur f쬦 sich selbst.;; y ellos solo negocian en su propio nombre.;;;;;;;;;x;;;;;;;;;;;;;;;;
PO_WELEAD;우리나라가 동맹국 전체를 대표해 협상하고 있습니다.;We negotiate on behalf of our entire alliance;Nous n쬦ocions au nom de toute notre alliance;Wir verhandeln im Namen unseres gesamten B쬦dnisses;;Negociamos en nombre de nuestra alianza entera;;;;;;;;;x;;;;;;;;;;;;;;;;
