indian_nationalists_desc;범민족주의자들은 어떤 방법으로든 자신의 나라를 자유롭고 독립적인 민족국가로 통합하려고 합니다. 이것은 외세의 억압으로부터의 해방과 문화적 혈연과의 결합을 포함합니다.;Indian nationalists seek to unify the sub-continent into a free and independent nation-state, by any means necessary. This includes breaking free from foreign oppressors and uniting with their cultural kin.;;;;;;;;;;;;x,
indian_nationalists_army;범$UNION$주의자군;$UNION$ - Jeunes brigades;Junge $UNION$ Brigaden;;;;;;;;;;;;x;;;;;;;;;;;;;;,,
liberal_rebels_title;자코뱅파;Jacobin Rebels;Rebelles Jacobins;Jakobinische Rebellen;;;;;;;;;;;
liberal_rebels_name;자코뱅파;Jacobin Rebels;Rebelles Jacobins;Jakobinische Rebellen;;;;;;;;;;;
liberal_rebels_desc;자코뱅파는 전제군주제 하에서 입헌군주제를 시행하려 합니다. 그 다음에는 자유주의적 이념과 정치개혁에 초점을 맞춘 민주정부를 수립하기 위해 노력할 것입니다.;In an absolute monarchy, Jacobins will seek to impose a constitutional monarchy. Otherwise, Jacobins will strive to create a democratic government with a liberal ideology and a focus on political reform.;;;;;;;;;;;;;
liberal_rebels_army;공화국 수호대;Republican Guard;Garde r?ublicaine;Republikanische Wache;;;;;;;;;;;
separatist_rebels_title;분리주의자;Patriot;;;;;;;;;;;;;
separatist_rebels_name;$CULTURE$ 분리주의자;$CULTURE$ Patriots;;;;;;;;;;;;;
separatist_rebels_desc;분리주의 반군은 자유의 깃발 아래 동포와의 통일을 꿈꿉니다. 이들이 장악한 모든 지역은 결국 그들 동포들에게 귀속될 것입니다.;Patriot rebels dream of unification with their cultural kin under a free banner, and any province they gain control of will eventually defect to a neighboring country of their culture.;;;;;;;;;;;;;
separatist_rebels_army;$CULTURE$ 분리주의 반군;$CULTURE$ Patriots;;;;;;;;;;;;;
socialist_rebels_title;호전적 사회주의자;Militant Socialist;;;;;;;;;;;;;
socialist_rebels_name;호전적 사회주의자자;Militant Socialists;;;;;;;;;;;;;
socialist_rebels_desc;민주공화제 하에서, 호전적 사회주의자들은 사회주의 정부를 추구할 것입니다. 이들은 국가를 막론하고 사회주의 정부가 통치하는 민주주의 국가를 위해 노력할 것입니다.In a democracy, militant conservatives will seek to enforce a socialist government. In any other country, they will seek to establish a democracy with a socialist government.;;;;;;;;;;;;;
socialist_rebels_army;호전적 사회주의자 반군;Militant Socialists;;;;;;;;;;;;;
independence_rebels_title;독립론자;Independence;;;;;;;;;;;;;
independence_rebels_name;독립론자;Independence Rebels;;;;;;;;;;;;;
independence_rebels_desc;독립군들은 종속된 상태에 놓인 모국의 해방을 꿈꿉니다.;These rebels seek to free the country from its vassal status.;;;;;;;;;;;;;
independence_rebels_army;독립군;Independence Rebels;;;;;;;;;;;;;
turkish_nationalist_rebels_title;터키 민족주의자;Turkish Nationalist;;;;;;;;;;;;;
turkish_nationalist_rebels_name;터키 민족주의자;Turkish Nationalists;;;;;;;;;;;;;
turkish_nationalist_rebels_desc;터키 민족주의자들은 오스만 군주정을 무너뜨리고 자유주의적인 공화국으로 대체하려 합니다.;Turkish Nationalists seek to topple the Ottoman monarchy, replacing it with a liberal republic.;;;;;;;;;;;;;
turkish_nationalist_rebels_army;터키 민족주의 반군;Turkish Nationalists;;;;;;;;;;;;;
native_rebels_title;반식민주의자;Anti-Colonial;;;;;;;;;;;;;
native_rebels_name;반식민주의자;Anti-Colonial Rebels;;;;;;;;;;;;;
native_rebels_desc;반식민지 반군들은 적법한 토착문화의 통치를 복원하려 합니다.;These rebels seek to restore rulership of the country to its proper native culture.;;;;;;;;;;;;;
native_rebels_army;반식민지 반군;Anti-Colonial Rebels;;;;;;;;;;;;;
red_shirts_title;붉은셔츠단;Camiciee Rosse;Camicie rosse;Camicie Rosse;;;;;;;;;;;
red_shirts_name;가리발디의 붉은셔츠단;Garibaldi's Redshirts;Chemises rouges de Garibaldi;Garibaldis Rothemden;;;;;;;;;;;
red_shirts_desc;붉은셔츠는 주세페 가리발디 밑에서 일했던 자원병들에게 주어진 이름으로 이탈리아반도의 통일을 위해 투쟁하는 동안 가리발디와 그의 부하들이 입었던 빨간 셔츠에서 따온 이름입니다. 국내외에서 자유투사로 여겨져 큰 인기를 끌었던 가리발디는 사르데냐 왕국이 이탈리아 통일을 확보하는데 중요한 역할을 했습니다. 이 이탈리아 범민족주의자들은 이탈리아 통일을 위해 싸웁니다.;The Redshirts (Camicie rosse) was the name given to the volunteers who served under Giuseppe Garibaldi during his struggles to forge a nation state out of the many splintered Italian states, thus aptly named on account of the red shirts that Garibaldi and his men had taken to wearing. The charismatic Garibaldi, vastly popular both at home and abroad, and generally seen as a freedom fighter, was instrumental in securing Italian Unification under the Sardinian Crown. These Italian Pan-Nationalists fight for the Unification of Italy.;Le nom de Chemises rouges (Camicie rosse, en italien) a ??donn?aux volontaires qui ont servi sous Giuseppe Garibaldi afin de cr?r un ?at-nation r?nissant les nombreux ?ats italiens. Ce nom vient des chemises rouges que portaient Garibaldi et ses hommes. Le charismatique Garibaldi, c??re en Italie comme ?l'?ranger et per? comme un d?enseur de la libert? a contribu??asseoir l'unification italienne sous la couronne sarde. Ces pan-nationalistes italiens luttent pour l'unification de l'Italie.;Die Rothemden (Camicie rosse) waren Freiwillige, die unter Giuseppe Garibaldi dienten, als dieser darum k?pfte, die vielen italienischen Splitterstaaten zu einem Nationalstaat zu vereinen. Ihren Namen bekamen sie durch die roten Hemden, die Garibaldi und seine M?ner trugen. Der charismatische und national wie international beliebte Garibaldi, der im Allgemeinen als Freiheitsk?pfer angesehen wird, war ma?eblich an der italienischen Vereinigung unter der sardinischen Krone beteiligt. Diese italienischen Pan-Nationalisten k?pfen f? die Vereinigung Italiens.;;;;;;;;;;;
red_shirts_army;붉은셔츠 원정대;Redshirt Expedition of the Thousand;Exp?ition des Chemises rouges des Mille;Rothemden-Expedition der Tausend;;;;;;;;;;;
#static_modifiers.txt;;;;;;;;;;;;;;
very_easy_player;매우 쉬움 난이도;Very Easy Difficulty;Niveau de difficult?: Tr? facile;Schwierigkeitsstufe Sehr leicht;Bardzo 쿪twy;Dificultad muy f?il;Molto facile;Nagyon k?ny?Obt?nost: velmi snadn?;;;;;
easy_player;쉬움 난이도;Easy Difficulty;Niveau de difficult?: Facile;Schwierigkeitsstufe Leicht;^atwy;Dificultad f?il;Facile;K?ny?Obt?nost: snadn?;;;;;
hard_player;어려움 난이도;Hard Difficulty;Niveau de difficult?: Difficile;Schwierigkeitsstufe Schwer;Trudny;Dificultad dif?il;Difficile;Neh?;Obt?nost: t?k?;;;;;
very_hard_player;어려움 난이도;Very Hard Difficulty;Niveau de difficult?: Tr? difficile;Schwierigkeitsstufe Sehr schwer;Bardzo trudny;Dificultad muy dif?il;Molto difficile;Nagyon neh?;Obt?nost: velmi t?k?;;;;;
very_easy_ai;매우 쉬움 난이도;Very Easy Difficulty;Niveau de difficult?: Tr? facile;Schwierigkeitsstufe Sehr leicht;Bardzo 쿪twy;Dificultad muy f?il;Molto facile;Nagyon k?ny?Obt?nost: velmi snadn?;;;;;
easy_ai;쉬움 난이도;Easy Difficulty;Niveau de difficult?: Facile;Schwierigkeitsstufe Leicht;^atwy;Dificultad f?il;Facile;K?ny?Obt?nost: snadn?;;;;;
hard_ai;어려움 난이도;Hard Difficulty;Niveau de difficult?: Difficile;Schwierigkeitsstufe Schwer;Trudny;Dificultad dif?il;Difficile;Neh?;Obt?nost: t?k?;;;;;
very_hard_ai;매우 어려움 난이도;Very Hard Difficulty;Niveau de difficult?: Tr? difficile;Schwierigkeitsstufe Sehr schwer;Bardzo trudny;Dificultad muy dif?il;Molto difficile;Nagyon neh?;Obt?nost: velmi t?k?;;;;;
overseas;수도와 연결되지 않음;No land connection to capital;Aucune liaison terrestre vers la capitale;?ersee;Pa?two $COUNTRY$ uwa풹, 풽 jest to jedna z jego prowincji narodowych.;$COUNTRY$ considera que esta es una de sus principales provincias. ;$COUNTRY$ considera la presente una sua provincia nazionale.;$COUNTRY$ ezt az egyik k?ponti tartom?y?ak tartja.;$COUNTRY$ tuto provincii pokl??za jednu ze sv?h hlavn?h.;;;;;;
coastal;연안;Coastal;C?i?e;K?te;Zamorska;Sin conexi? terrestre con la capital;Oltremare;Tengerent?;Bez pozemn?o spojen?s hlavn? m?tem;;;;;;
non_coastal;내륙;Non Coastal;Non c?i?e;Binnenland;Z dost?em do morza;Costero;Costiero;Tengerparti;Pob?욏;;;;;;
coastal_sea;근해;Coastal Sea;Mer littorale;K?tensee;Brak dost?u do morza;No costero;Non costiero;Nem tengerparti;Vnitrozem?;;;;;
sea_zone;수역;Sea Zone;Zone maritime;Seezone;Tropikalna;Tropical;Tropicale;Tr?usi;Tropy;;;;;;
land_province;육지지역;Land Province;Province terrestre;Landprovinz;Obszar morski;Zona mar?ima;Zona marittima;Tengeri;P曝mo?k?z?a;;;;;;
blockaded;봉쇄당함;Blockaded;Sous blocus;Blockade;Brak zapas?;Sin sums.;Scorte esaurite;Elfogyott a felszerel?;Z?oby do쉕y;;;;;;
no_adjacent_controlled;인접한 통치치역 없음;No Adjacent Controlled;Aucune zone adjacente contr??;Keine Kontrolle ?er Nachbarprovinzen;Poddana blokadzie;Bloqueado;Bloccato;Blok? alatt;Pod blok?ou;;;;;;
core;영유권 보유 지역;Core;Centrale;Heimatprovinz;Ludno쒏 miasta;Poblaci? de la ciudad;Popolazione cittadina;V?os lakoss?a;M?tsk?populace;;;;;;
has_siege;포위상태;Under Siege;;;;;;;;;;;;;
occupied;점령지;Occupied;Occup?;Besetzt;Prowincja narodowa;N?leo;Provincia nazionale;Mag;St?d;;;;;;
nationalism;민족주의;Nationalism;Nationalisme;Nationalismus;Ryzyko buntu;Riesgo levant.;Rischio di rivolta;L?ad? es?ye;Riziko revolty;;;;;;
infrastructure;사회기반시설;Infrastructure;Infrastructure;Infrastruktur;;;;;;;;;;;
base_values;기본값;Base Value;Valeur de base;Basiswert;Samouczek;Tutorial;Tutorial;Oktat?;?odn?矮st;;;;;;
war;전시;War;Guerre;Krieg;Nacjonalizm;Nacionalismo;Nazionalismo;Nacionalizmus;Nacionalismus;;;;;;
peace;평시;Peace;Paix;Friede;Wojna;Guerra;Guerra;H?or?V?ka;;;;;;
war_exhaustion;염전도;War Exhaustion;?uisement de guerre;Kriegsm?igkeit;Si쿪 ludzka;Rec. hum.;Manodopera;Munkaer?Po?tn?stav obyvatelstva;;;;;;
debt_default_to;채무불이행;Debt Default To;;;;;;;;;;;;;
bad_debter;악질 채무국;Bad debter;Mauvais payeur;Schlechter Schuldner;;;;;;;;;;;
bad_debter_desc;그동안의 행실 때문에 은행들이 차관 도입에 더 높은 이자를 요구할 것입니다.;Due to your countrys history of flaky economy banks will demand a higher interest on your loans;Compte tenu des ant??ents ?onomiques de votre pays, les banques vous proposeront des emprunts aux taux d'int?? ?ev?.;Aufgrund der traditionell unzuverl?sigen Wirtschaft Ihres Landes werden Banken f? ihre Darlehen k?ftig mehr Zinsen verlangen.;;;;;;;;;;;
great_power;강대국;Great Power;Grande puissance;Gro?acht;;;;;;;;;;;
second_power;문명국;Civilized Nation;Nation civilis?;Zivilisierte Nation;;;;;;;;;;;
civ_nation;문명국;Civilized Nation;Nation civilis?;Zivilisierte Nation;;;;;;;;;;;
unciv_nation;비문명국;Uncivilized Nation;Nation non civilis?;Unzivilisierte Nation;;;;;;;;;;;
average_literacy;문해율;Literacy;Alphab?isation;Alphabetisierung;;;;;;;;;;;
plurality;다양성;Plurality;Pluralit?Pluralit?;;;;;;;;;;;
generalised_debt_default;채무불이행 보편화;Generalized Debt Default;;;;;;;;;;;;;
total_occupation;점령당한 본국 지역;Occupied Home Provinces;Provinces nationales occup?s;Besetzte Heimatprovinzen;;Provincias nacionales ocupadas;;;;;;;;;
total_blockaded;점령당한 본국 항구;Blockaded Home Ports;Ports nationaux sous blocus;Blockierte Heimath?en;;Puertos nacionales bloqueados;;;;;;;;;
#triggered_modifiers.txt;;;;;;;;;;;;;;
the_british_raj;영국령 인도;The British Raj;;;;;;;;;;;;;
the_british_raj_desc;우리나라에서 가장 큰 보석은 바로 인도입니다.;Greatest of the jewels in our nation's crown is the British Raj.;;;;;;;;;;;;;
dutch_east_india;네덜란드 동인도회사;Dutch East India Company;;;;;;;;;;;;;
dutch_east_india_desc;우리나라에서 가장 큰 보석은 바로 동인도회사입니다.;Greatest of the jewels in our nation's crown is the Dutch East India colony.;;;;;;;;;;;;;
populationsize_25k;인구 2.5만;Population 25k;;;;;;;;;;;;;
populationsize_25k_desc;인구가 2.5만명에 달합니다.;Our population has reached twenty-five thousand people.;;;;;;;;;;;;;
populationsize_50k;인구 5만;Population 50k;;;;;;;;;;;;;
populationsize_50k_desc;인구가 5만명에 달합니다.;Our population has reached fifty thousand people.;;;;;;;;;;;;;
populationsize_100k;인구 10만;Population 100k;;;;;;;;;;;;;
populationsize_100k_desc;인구가 10만명에 달합니다.;Our population has reached one hundred thousand people.;;;;;;;;;;;;;
populationsize_250k;인구 25만;Population 250k;;;;;;;;;;;;;
populationsize_250k_desc;인구가 25만명에 달합니다.;Our population has reached two hundred fifty thousand people.;;;;;;;;;;;;;
populationsize_500k;인구 50만;Population 500k;;;;;;;;;;;;;
populationsize_500k_desc;인구가 50만명에 달합니다.;Our population has reached five hundred thousand people.;;;;;;;;;;;;;
populationsize_1M;인구 100만;Population 1 Million;;;;;;;;;;;;;
populationsize_1M_desc;인구가 100만명에 달합니다.;Our population has reached one million people.;;;;;;;;;;;;;
populationsize_2_5M;인구 250만;Population 2.5 Million;;;;;;;;;;;;;
populationsize_2_5M_desc;인구가 250만명에 달합니다.;Our population has reached two and a half million people.;;;;;;;;;;;;;
populationsize_5M;인구 500만;Population 5 Million;;;;;;;;;;;;;
populationsize_5M_desc;인구가 500만명에 달합니다.;Our population has reached five million people.;;;;;;;;;;;;;
populationsize_10M;인구 1000만;Population 10 Million;;;;;;;;;;;;;
populationsize_10M_desc;인구가 1000만명에 달합니다.;Our population has reached ten million people.;;;;;;;;;;;;;
populationsize_25M;인구 2500만;Population 25 Million;;;;;;;;;;;;;
populationsize_25M_desc;인구가 2500만명에 달합니다.;Our population has reached twenty-five million people.;;;;;;;;;;;;;
populationsize_50M;인구 5000만;Population 50 Million;;;;;;;;;;;;;
populationsize_50M_desc;인구가 5000만명에 달합니다.;Our population has reached fifty million people.;;;;;;;;;;;;;
populationsize_100M;인구 1억;Population 100 Million;;;;;;;;;;;;;
populationsize_100M_desc;인구가 1억명에 달합니다.;Our population has reached one hundred million people.;;;;;;;;;;;;;
populationsize_200M;인구 2억;Population 200 Million;;;;;;;;;;;;;
populationsize_200M_desc;인구가 2억명에 달합니다.;Our population has reached two hundred million people.;;;;;;;;;;;;;
populationsize_300M;인구 3억;Population 300 Million;;;;;;;;;;;;;
populationsize_300M_desc;인구가 3억명에 달합니다.;Our population has reached three hundred million people.;;;;;;;;;;;;;
grand_navy;위대한 해군;Grand Navy;;;;;;;;;;;;;
grand_navy_desc;만국을 통틀어 경이로운 해군력을 보유하고 있습니다!;Our country possesses a navy which is the marvel of the entire world!;;;;;;;;;;;;;
grand_army;위대한 육군;Grand Army;;;;;;;;;;;;;
grand_army_desc;만국을 통틀어 경이로운 육군력을 보유하고 있습니다!;Our country possesses an army which is the marvel of the entire world!;;;;;;;;;;;;;
city_state;도시국가;City-State;;;;;;;;;;;;;
city_state_desc;통치권역 아래 단 하나의 주요 도시만이 있다면 다른 국가들이 우리나라를 쉽게 여길 것입니다.;With only one major city under our rule, our nation is easily overlooked.;;;;;;;;;;;;;
small_nation;소국;Small Nation;;;;;;;;;;;;;
small_nation_desc;그 누구보다도 적은 권역을 통치합니다.;Our nation governs less territory than most.;;;;;;;;;;;;;
large_nation;대국;Large Nation;;;;;;;;;;;;;
large_nation_desc;무시할 수 없는 국력을 가진 큰 나라입니다.;Ours is a large nation, a power to be reckoned with.;;;;;;;;;;;;;
sprawling_empire;뻗어나가는 제국;Sprawling Empire;;;;;;;;;;;;;
sprawling_empire_desc;무시할 수 없는 국력을 가진 큰 나라입니다.;Ours is one of the largest nations in the world, a power to be reckoned with.;;;;;;;;;;;;;
well_drilled;월등한 군사지도부;Excellent Military Leadership;;;;;;;;;;;;;
well_drilled_desc;훈련된 장교들을 많이 배치한 덕분에 현행 군대제도가 세계의 부러움을 사고 있습니다.;Our military organization is the envy of the world, thanks to our huge reserve of trained officers.;;;;;;;;;;;;;
drilled;훌륭한 군사지도부;Good Military Leadership;;;;;;;;;;;;;
